,customers_id,recêncy,first_purchase,frequency,amount
13143,187280,637,1120,4,150.0
13144,187290,1120,1120,1,15.0
13145,187300,1120,1120,1,10.0
13146,187310,3,1120,3,53.333333333333336
13147,187320,293,1120,4,40.0
13148,187330,58,1120,4,85.0
13149,187340,779,1120,2,30.0
13150,187350,902,1120,2,45.0
13151,187360,22,1120,4,175.0
13152,187370,1120,1120,1,50.0
13153,187380,58,1120,2,60.0
13154,187390,198,591,2,4000.0
13155,187400,1120,1120,1,20.0
13156,187420,1120,1120,1,30.0
13157,187490,13,1120,6,30.0
13158,187500,1119,1119,1,60.0
13159,187510,22,1119,5,19.0
13160,187520,1,1119,10,60.5
13161,187530,3,1119,4,30.0
13162,187540,343,1119,4,137.5
13163,187550,1119,1119,1,30.0
13164,187560,367,1119,3,41.666666666666664
13165,187570,1119,1119,1,30.0
13166,187580,367,1119,2,25.0
13167,187590,366,1119,3,26.666666666666668
13168,187600,1119,1119,1,25.0
13169,187610,108,1119,5,20.0
13170,187620,1119,1119,1,10.0
13171,187630,1119,1119,1,30.0
13172,187640,15,1119,4,17.5
13173,187650,1119,1119,1,10.0
13174,187660,833,1118,2,900.0
13175,187670,1118,1118,1,30.0
13176,187680,1118,1118,1,100.0
13177,187690,461,461,1,10.0
13178,187700,765,1118,2,37.5
13179,187710,1118,1118,1,30.0
13180,187720,1118,1118,1,10.0
13181,187730,546,1118,2,100.0
13182,187740,1118,1118,1,30.0
13183,187750,1118,1118,1,10.0
13184,187760,406,1118,2,20.0
13185,187770,1115,1115,1,60.0
13186,187780,52,1115,2,45.0
13187,187790,1115,1115,1,30.0
13188,187800,787,1115,2,21.5
13189,187810,1115,1115,1,100.0
13190,187820,57,1115,2,90.0
13191,187830,1115,1115,1,30.0
13192,187850,1115,1115,1,50.0
13193,187860,1115,1115,1,30.0
13194,187870,1,1115,2,52.5
13195,187880,731,1115,2,20.0
13196,187890,1115,1115,1,60.0
13197,187900,367,1115,3,41.666666666666664
13198,187910,1115,1115,1,30.0
13199,187920,15,1115,3,126.66666666666667
13200,187930,8,1115,4,93.75
13201,187940,150,1115,4,50.0
13202,187950,940,1115,2,30.0
13203,187960,13,1115,5,310.0
13204,187970,318,1115,3,43.333333333333336
13205,187980,828,1115,3,30.0
13206,187990,1115,1115,1,30.0
13207,188000,1115,1115,1,30.0
13208,188010,1115,1115,1,30.0
13209,188020,77,1115,2,30.0
13210,188030,1115,1115,1,60.0
13211,188040,374,1115,2,15.0
13212,188050,79,1115,9,32.77777777777778
13213,188060,1115,1115,1,30.0
13214,188070,289,1115,3,20.0
13215,188080,436,1115,4,23.75
13216,188090,24,1115,4,20.0
13217,188100,828,1115,2,100.0
13218,188110,1115,1115,1,20.0
13219,188120,1115,1115,1,30.0
13220,188130,863,1115,2,30.0
13221,188140,6,1115,4,30.0
13222,188150,1115,1115,1,10.0
13223,188160,1115,1115,1,50.0
13224,188170,1115,1115,1,50.0
13225,188180,1115,1115,1,60.0
13226,188190,374,1115,3,11.666666666666666
13227,188200,1115,1115,1,10.0
13228,188210,205,1115,4,13.75
13229,188220,1115,1115,1,30.0
13230,188230,1115,1115,1,30.0
13231,188240,1115,1115,1,30.0
13232,188250,1115,1115,1,100.0
13233,188260,1,1115,4,40.0
13234,188270,1115,1115,1,200.0
13235,188290,415,1115,3,113.33333333333333
13236,188310,770,1115,2,40.0
13237,188320,2,1115,2,125.0
13238,188330,1115,1115,1,30.0
13239,188340,1,1115,4,57.5
13240,188350,1115,1115,1,15.0
13241,188360,1044,1115,2,55.0
13242,188380,31,762,3,210.0
13243,188400,1,1114,3,31.666666666666668
13244,188410,436,1114,2,30.0
13245,188420,1114,1114,1,60.0
13246,188430,1114,1114,1,60.0
13247,188440,1,1114,4,17.5
13248,188450,1114,1114,1,100.0
13249,188460,1096,1096,1,10.0
13250,188470,373,1114,2,10.0
13251,188500,1114,1114,1,25.0
13252,188510,73,1114,2,100.0
13253,188520,1113,1113,1,120.0
13254,188530,1113,1113,1,60.0
13255,188590,1113,1113,1,100.0
13256,188600,13,1113,4,400.0
13257,188620,437,779,2,60.0
13258,188630,1112,1112,1,30.0
13259,188700,755,1107,2,80.0
13260,188710,366,1107,2,30.0
13261,188720,1107,1107,1,20.0
13262,188730,1107,1107,1,50.0
13263,188740,178,1107,4,27.5
13264,188750,1107,1107,1,40.0
13265,188760,1107,1107,1,60.0
13266,188770,24,1107,5,99.0
13267,188780,114,1107,6,30.0
13268,188790,370,1107,2,30.0
13269,188800,1107,1107,1,30.0
13270,188810,1107,1107,1,30.0
13271,188820,34,1107,4,30.0
13272,188830,748,1107,2,52.5
13273,188840,465,1107,5,24.0
13274,188850,80,1107,6,25.5
13275,188860,9,1107,3,53.333333333333336
13276,188870,765,1107,2,100.0
13277,188880,1107,1107,1,10.0
13278,188890,41,1107,3,75.0
13279,188900,731,1107,2,40.0
13280,188910,1107,1107,1,30.0
13281,188920,1107,1107,1,10.0
13282,188930,1107,1107,1,60.0
13283,188940,1107,1107,1,30.0
13284,188950,1107,1107,1,60.0
13285,188960,625,1107,3,16.666666666666668
13286,188970,609,1107,4,25.0
13287,188980,1107,1107,1,30.0
13288,188990,1107,1107,1,60.0
13289,189000,9,1107,4,30.0
13290,189010,777,1107,2,60.0
13291,189020,1107,1107,1,60.0
13292,189030,9,1107,5,34.0
13293,189040,366,1107,2,30.0
13294,189050,897,1107,2,130.0
13295,189060,933,1107,2,125.0
13296,189070,290,1107,3,80.0
13297,189080,1107,1107,1,30.0
13298,189090,402,1107,4,30.0
13299,189100,1107,1107,1,30.0
13300,189110,248,1107,3,103.33333333333333
13301,189120,1107,1107,1,100.0
13302,189130,279,1107,4,26.25
13303,189140,1107,1107,1,30.0
13304,189150,1107,1107,1,50.0
13305,189160,1107,1107,1,30.0
13306,189170,1107,1107,1,30.0
13307,189180,779,1107,2,27.5
13308,189190,1107,1107,1,25.0
13309,189200,1107,1107,1,30.0
13310,189210,17,1107,4,10.0
13311,189240,1107,1107,1,30.0
13312,189250,1096,1096,1,60.0
13313,189260,1,1106,4,30.0
13314,189270,374,1106,3,30.0
13315,189280,1,1106,3,100.0
13316,189300,1,1106,4,35.0
13317,189310,380,1106,3,30.0
13318,189320,773,1106,2,80.0
13319,189330,771,1106,2,60.0
13320,189340,134,1106,4,30.0
13321,189350,842,1106,2,35.0
13322,189360,10,1106,2,55.0
13323,189380,770,1106,2,60.0
13324,189390,2,1106,3,83.33333333333333
13325,189400,143,1106,2,50.0
13326,189410,2,1106,3,30.0
13327,189420,1106,1106,1,10.0
13328,189430,797,1106,3,21.666666666666668
13329,189440,1106,1106,1,60.0
13330,189450,1106,1106,1,50.0
13331,189460,1106,1106,1,30.0
13332,189470,731,1106,2,50.0
13333,189480,9,1106,3,10.0
13334,189490,799,1106,2,37.5
13335,189500,1106,1106,1,30.0
13336,189510,1106,1106,1,30.0
13337,189520,1106,1106,1,30.0
13338,189530,731,1106,2,37.5
13339,189540,1106,1106,1,15.0
13340,189550,777,1106,2,52.5
13341,189560,197,1106,3,50.0
13342,189570,1106,1106,1,5.0
13343,189580,48,1106,5,88.0
13344,189590,1106,1106,1,20.0
13345,189600,1106,1106,1,100.0
13346,189610,1084,1084,1,10.0
13347,189630,1105,1105,1,30.0
13348,189650,258,1105,2,100.0
13349,189660,1105,1105,1,20.0
13350,189670,1105,1105,1,30.0
13351,189680,1,1105,6,185.83333333333334
13352,189690,1105,1105,1,100.0
13353,189700,205,1105,4,32.5
13354,189710,1105,1105,1,10.0
13355,189720,1105,1105,1,60.0
13356,189730,1105,1105,1,30.0
13357,189740,15,1105,4,30.0
13358,189750,1,1105,4,25.0
13359,189760,13,1105,4,60.0
13360,189770,134,1105,5,76.0
13361,189780,1105,1105,1,15.0
13362,189790,815,1105,2,5.0
13363,189800,1,1105,4,170.0
13364,189810,3,1105,4,16.25
13365,189820,1,1105,5,58.0
13366,189830,1105,1105,1,60.0
13367,189840,1105,1105,1,30.0
13368,189850,210,1105,4,37.5
13369,189860,1105,1105,1,30.0
13370,189870,366,1105,3,150.0
13371,189880,770,1105,2,30.0
13372,189890,366,1105,2,60.0
13373,189900,3,1105,2,100.0
13374,189910,1105,1105,1,30.0
13375,189920,1105,1105,1,30.0
13376,189950,1105,1105,1,30.0
13377,189960,1,1104,4,60.0
13378,189970,6,1104,3,30.0
13379,189980,735,1104,2,30.0
13380,189990,1104,1104,1,30.0
13381,190000,1104,1104,1,60.0
13382,190010,1104,1104,1,30.0
13383,190020,388,1104,3,41.666666666666664
13384,190030,750,1104,2,80.0
13385,190040,1105,1105,1,100.0
13386,190050,1104,1104,1,100.0
13387,190060,55,1104,2,30.0
13388,190090,1104,1104,1,20.0
13389,190100,1101,1101,1,1000.0
13390,190110,1101,1101,1,30.0
13391,190120,15,1101,4,60.0
13392,190130,1,1101,4,95.0
13393,190140,374,1101,3,83.33333333333333
13394,190150,30,1101,4,47.25
13395,190160,15,1101,4,39.25
13396,190170,1101,1101,1,60.0
13397,190180,1101,1101,1,60.0
13398,190190,1101,1101,1,10.0
13399,190200,374,1101,2,80.0
13400,190270,1100,1100,1,30.0
13401,190280,43,1100,4,87.5
13402,190290,52,1100,3,83.33333333333333
13403,190300,226,1100,4,28.75
13404,190310,1,1100,3,700.0
13405,190320,323,1100,4,30.0
13406,190330,1100,1100,1,20.0
13407,190340,62,1100,3,20.0
13408,190350,1100,1100,1,100.0
13409,190360,427,1100,2,112.5
13410,190370,1100,1100,1,40.0
13411,190380,16,1100,4,15.0
13412,190390,1100,1100,1,15.0
13413,190400,48,1100,4,67.5
13414,190410,1100,1100,1,60.0
13415,190420,758,1100,2,30.0
13416,190430,1100,1100,1,60.0
13417,190440,1100,1100,1,30.0
13418,190450,15,1100,4,11.0
13419,190460,731,1100,2,40.0
13420,190470,188,1100,6,23.333333333333332
13421,190480,1100,1100,1,50.0
13422,190490,8,1100,4,40.0
13423,190500,765,1100,2,30.0
13424,190510,1100,1100,1,30.0
13425,190520,1100,1100,1,60.0
13426,190530,366,1100,3,50.0
13427,190540,58,1100,2,30.0
13428,190550,55,1100,4,48.75
13429,190560,1100,1100,1,30.0
13430,190570,755,1100,4,525.0
13431,190580,182,1100,3,78.33333333333333
13432,190640,399,1099,3,71.66666666666667
13433,190650,8,1099,4,237.5
13434,190670,26,1099,2,125.0
13435,190680,1099,1099,1,100.0
13436,190690,1099,1099,1,10.0
13437,190700,938,1099,2,112.5
13438,190720,1099,1099,1,30.0
13439,190760,1098,1098,1,1000.0
13440,190770,374,1098,3,56.666666666666664
13441,190780,2,1098,4,27.5
13442,190790,1098,1098,1,10.0
13443,190800,1098,1098,1,150.0
13444,190810,71,1098,3,100.0
13445,190820,1097,1097,1,20.0
13446,190830,1097,1097,1,50.0
13447,190840,9,1097,4,60.0
13448,190850,15,1097,4,30.0
13449,190860,1097,1097,1,30.0
13450,190870,381,1097,3,50.0
13451,190880,380,1097,3,56.666666666666664
13452,190890,1097,1097,1,60.0
13453,190900,1097,1097,1,60.0
13454,190910,65,1097,4,20.0
13455,190920,1097,1097,1,15.0
13456,190930,1097,1097,1,100.0
13457,190950,42,1097,4,38.75
13458,190960,1097,1097,1,80.0
13459,190970,1097,1097,1,150.0
13460,190980,1097,1097,1,60.0
13461,190990,1,1097,4,95.0
13462,191000,731,1097,3,38.333333333333336
13463,191010,1,1097,4,50.0
13464,191020,31,1097,4,33.75
13465,191030,9,1097,4,61.25
13466,191040,1097,1097,1,50.0
13467,191050,755,1097,2,50.0
13468,191070,913,1097,2,12.5
13469,191090,60,1097,4,83.75
13470,191110,2,1096,4,35.0
13471,191120,1096,1096,1,30.0
13472,191130,1096,1096,1,50.0
13473,191140,1,1096,4,37.5
13474,191150,1096,1096,1,30.0
13475,191160,1096,1096,1,10.0
13476,191170,17,1096,3,30.0
13477,191190,2,1096,4,100.0
13478,191200,49,1096,7,30.0
13479,191210,766,1096,2,30.0
13480,191220,185,1096,3,30.0
13481,191230,1096,1096,1,30.0
13482,191240,1096,1096,1,150.0
13483,191250,731,1096,2,175.0
13484,191260,1096,1096,1,30.0
13485,191270,3,1096,5,54.0
13486,191280,1096,1096,1,30.0
13487,191290,1096,1096,1,60.0
13488,191300,1096,1096,1,50.0
13489,191310,1096,1096,1,30.0
13490,191320,1096,1096,1,60.0
13491,191330,1096,1096,1,60.0
13492,191340,8,1096,3,56.666666666666664
13493,191350,199,1096,4,68.75
13494,191360,399,1096,2,12.5
13495,191370,15,1096,6,51.666666666666664
13496,191380,1,1096,7,47.857142857142854
13497,191390,2,1096,4,30.0
13498,191400,1,1096,4,50.0
13499,191410,34,1096,4,45.0
13500,191420,1096,1096,1,10.0
13501,191430,1096,1096,1,15.0
13502,191440,1096,1096,1,60.0
13503,191450,1096,1096,1,30.0
13504,191490,3,1096,4,10.0
13505,191520,1096,1096,1,1080.0
13506,191550,1096,1096,1,100.0
13507,191560,1096,1096,1,1500.0
13508,191570,1096,1096,1,20.0
13509,191580,1096,1096,1,30.0
13510,191590,731,1096,2,100.0
13511,191600,34,1096,5,38.0
13512,191610,366,1096,3,91.66666666666667
13513,191660,1096,1096,1,60.0
13514,191670,1096,1096,1,30.0
13515,191680,2,1096,4,32.5
13516,191690,940,1096,2,35.0
13517,191700,1096,1096,1,30.0
13518,191710,273,1096,4,20.0
13519,191720,48,1096,2,37.5
13520,191730,1096,1096,1,20.0
13521,191740,1096,1096,1,30.0
13522,191750,1,1096,4,51.25
13523,191760,2,1096,4,35.0
13524,191780,1096,1096,1,30.0
13525,191790,2,1096,4,30.0
13526,191800,731,1096,2,10.0
13527,191810,1,1096,4,50.0
13528,191820,1096,1096,1,30.0
13529,191830,370,1096,3,60.0
13530,191850,367,1096,3,150.0
13531,191860,731,1096,2,25.0
13532,191870,1096,1096,1,60.0
13533,191880,856,1096,2,82.5
13534,191900,366,1096,3,28.333333333333332
13535,191910,731,1096,2,22.5
13536,191920,731,1096,2,45.0
13537,191930,982,1096,2,45.0
13538,191940,1096,1096,1,60.0
13539,191950,146,1096,4,80.0
13540,191960,1,1096,7,34.285714285714285
13541,191970,370,1096,3,30.0
13542,191980,287,1096,4,30.0
13543,191990,1096,1096,1,50.0
13544,192000,1096,1096,1,100.0
13545,192010,1096,1096,1,60.0
13546,192020,3,1096,4,56.25
13547,192030,50,1096,5,66.0
13548,192040,1,1096,4,48.75
13549,192050,24,1096,2,47.5
13550,192060,398,1096,3,108.33333333333333
13551,192070,1096,1096,1,60.0
13552,192080,995,1096,2,55.0
13553,192090,651,1096,2,30.0
13554,192100,3,1096,2,40.0
13555,192110,15,1096,4,21.75
13556,192120,370,1096,2,20.0
13557,192130,367,1096,3,86.66666666666667
13558,192140,1096,1096,1,30.0
13559,192150,11,1096,4,56.25
13560,192160,4,1096,4,50.0
13561,192170,8,1096,4,81.25
13562,192180,731,1096,2,50.0
13563,192190,732,1096,2,30.0
13564,192200,733,1096,2,150.0
13565,192210,367,1096,3,116.66666666666667
13566,192220,2,1096,3,216.66666666666666
13567,192230,1087,1087,1,30.0
13568,192240,1,1096,5,61.0
13569,192250,1096,1096,1,20.0
13570,192260,1096,1096,1,50.0
13571,192270,1096,1096,1,30.0
13572,192280,10,1096,4,35.0
13573,192290,34,1096,4,60.0
13574,192300,1086,1086,1,150.0
13575,192310,8,1096,4,40.0
13576,192320,1096,1096,1,10.0
13577,192330,1096,1096,1,30.0
13578,192340,1096,1096,1,30.0
13579,192350,1096,1096,1,60.0
13580,192360,6,1096,3,18.333333333333332
13581,192370,1096,1096,1,30.0
13582,192380,1096,1096,1,20.0
13583,192390,9,1096,5,34.0
13584,192400,324,1085,3,13.333333333333334
13585,192410,15,1085,3,40.0
13586,192420,1,1096,4,45.0
13587,192430,1096,1096,1,10.0
13588,192440,1096,1096,1,30.0
13589,192450,13,1096,4,87.5
13590,192460,370,1096,3,53.333333333333336
13591,192470,909,1096,2,30.0
13592,192480,1096,1096,1,60.0
13593,192490,1096,1096,1,40.0
13594,192500,1096,1096,1,50.0
13595,192510,1096,1096,1,30.0
13596,192520,731,1096,2,30.0
13597,192530,3,1096,7,10.714285714285714
13598,192540,1096,1096,1,60.0
13599,192550,437,1096,4,50.0
13600,192560,9,731,3,253.33333333333334
13601,192580,1096,1096,1,30.0
13602,192610,366,1096,3,100.0
13603,192620,13,1055,3,100.0
13604,192630,1085,1085,1,50.0
13605,192640,1096,1096,1,50.0
13606,192650,1096,1096,1,30.0
13607,192660,34,1084,4,35.0
13608,192670,1084,1084,1,30.0
13609,192680,1084,1084,1,30.0
13610,192690,15,1084,2,45.0
13611,192700,1037,1037,1,60.0
13612,192710,1096,1096,1,30.0
13613,192720,1096,1096,1,10.0
13614,192730,1096,1096,1,50.0
13615,192740,731,1096,2,25.0
13616,192750,76,1096,2,35.0
13617,192760,189,1096,3,150.0
13618,192770,731,1038,2,15.0
13619,192780,3,1096,4,27.5
13620,192790,1096,1096,1,30.0
13621,192800,1,1096,4,63.75
13622,192810,1,1096,4,165.5
13623,192820,1081,1081,1,50.0
13624,192830,1080,1080,1,30.0
13625,192850,1080,1080,1,40.0
13626,192860,1096,1096,1,50.0
13627,192870,731,1096,2,85.0
13628,192880,1096,1096,1,30.0
13629,192890,1096,1096,1,50.0
13630,192900,1096,1096,1,50.0
13631,192930,420,1096,3,23.333333333333332
13632,192940,796,1096,2,30.0
13633,192950,827,1096,2,20.0
13634,192960,1077,1077,1,100.0
13635,192970,79,1077,3,33.333333333333336
13636,192980,1077,1077,1,10.0
13637,192990,1077,1077,1,30.0
13638,193000,1077,1077,1,20.0
13639,193010,1077,1077,1,30.0
13640,193020,1096,1096,1,60.0
13641,193030,1096,1096,1,30.0
13642,193040,1,1096,2,225.0
13643,193050,50,1096,8,28.75
13644,193060,693,1042,2,30.0
13645,193070,366,366,1,75.0
13646,193080,1077,1077,1,20.0
13647,193110,1071,1071,1,100.0
13648,193120,280,1071,4,42.5
13649,193130,1071,1071,1,30.0
13650,193140,1071,1071,1,100.0
13651,193150,527,1071,2,17.5
13652,193160,940,1071,2,30.0
13653,193170,1071,1071,1,35.0
13654,193180,15,1071,4,52.5
13655,193190,295,1071,2,20.0
13656,193200,342,1071,2,100.0
13657,193210,1011,1071,2,1816.94
13658,193230,1071,1071,1,30.0
13659,193240,13,1071,2,60.0
13660,193250,1070,1070,1,50.0
13661,193260,1070,1070,1,20.0
13662,193270,1070,1070,1,15.0
13663,193280,1069,1069,1,215.0
13664,193310,731,1066,2,25.0
13665,193330,324,1065,3,56.666666666666664
13666,193340,731,1065,2,35.0
13667,193350,693,1065,2,35.0
13668,193360,1065,1065,1,10.0
13669,193370,731,1065,2,57.5
13670,193380,506,1065,2,30.0
13671,193390,905,1065,2,74.5
13672,193400,1065,1065,1,30.0
13673,193410,1065,1065,1,50.0
13674,193420,940,1065,3,21.666666666666668
13675,193430,1065,1065,1,30.0
13676,193440,1065,1065,1,30.0
13677,193450,1065,1065,1,30.0
13678,193460,287,1065,2,42.0
13679,193470,1065,1065,1,10.0
13680,193480,1096,1096,1,30.0
13681,193490,398,1064,2,30.0
13682,193500,1064,1064,1,20.0
13683,193510,1063,1063,1,30.0
13684,193520,31,1063,4,156.25
13685,193530,1063,1063,1,20.0
13686,193540,36,1063,2,22.5
13687,193550,192,1063,3,20.0
13688,193560,450,1063,2,20.0
13689,193600,150,1062,3,20.0
13690,193610,101,1059,4,18.75
13691,193620,1059,1059,1,35.0
13692,193630,1059,1059,1,30.0
13693,193640,1058,1058,1,60.0
13694,193650,1058,1058,1,50.0
13695,193660,1058,1058,1,20.0
13696,193670,1058,1058,1,50.0
13697,193690,1057,1057,1,60.0
13698,193700,688,1057,2,30.0
13699,193710,1,1057,4,37.5
13700,193720,833,1057,2,50.0
13701,193730,1057,1057,1,30.0
13702,193740,1056,1056,1,20.0
13703,193750,1056,1056,1,50.0
13704,193760,1056,1056,1,10.0
13705,193770,1055,1055,1,150.57
13706,193780,1055,1055,1,25.0
13707,193790,822,1055,3,26.666666666666668
13708,193810,1051,1051,1,150.0
13709,193820,1051,1051,1,50.0
13710,193830,318,1051,3,11.666666666666666
13711,193840,1051,1051,1,30.0
13712,193860,1051,1051,1,20.0
13713,193870,1051,1051,1,20.0
13714,193880,1051,1051,1,30.0
13715,193890,819,1051,2,30.0
13716,193900,1050,1050,1,30.0
13717,193910,1050,1050,1,30.0
13718,193920,97,1050,3,33.333333333333336
13719,193960,150,150,1,100.0
13720,193980,1049,1049,1,30.0
13721,194000,1049,1049,1,30.0
13722,194010,1049,1049,1,25.0
13723,194020,21,1049,3,25.0
13724,194030,15,1049,4,16.25
13725,194040,1049,1049,1,30.0
13726,194050,1049,1049,1,50.0
13727,194060,1023,1049,3,99.0
13728,194100,21,1044,3,21.666666666666668
13729,194110,1044,1044,1,30.0
13730,194120,862,1044,2,25.0
13731,194130,1044,1044,1,15.0
13732,194140,1044,1044,1,100.0
13733,194150,1044,1044,1,15.0
13734,194160,1044,1044,1,30.0
13735,194170,1044,1044,1,15.0
13736,194180,1044,1044,1,15.0
13737,194190,92,1044,4,20.0
13738,194200,1044,1044,1,50.0
13739,194210,1044,1044,1,30.0
13740,194230,503,1042,2,20.0
13741,194240,406,1042,3,60.0
13742,194250,1042,1042,1,20.0
13743,194260,366,1042,5,12.0
13744,194270,1042,1042,1,50.0
13745,194280,1011,1042,2,10.0
13746,194290,1042,1042,1,20.0
13747,194310,1038,1038,1,50.0
13748,194320,1038,1038,1,15.0
13749,194330,198,1038,4,425.0
13750,194340,1,755,4,875.0
13751,194350,1037,1037,1,30.0
13752,194360,1037,1037,1,10.0
13753,194370,45,1037,2,75.0
13754,194380,1037,1037,1,10.0
13755,194390,503,1037,2,47.5
13756,194400,1037,1037,1,10.0
13757,194410,622,1037,3,16.666666666666668
13758,194420,1037,1037,1,30.0
13759,194430,177,1037,3,23.333333333333332
13760,194460,1037,1037,1,30.0
13761,194470,1036,1036,1,50.0
13762,194480,569,1036,3,33.333333333333336
13763,194490,1036,1036,1,30.0
13764,194510,1036,1036,1,150.0
13765,194540,1031,1031,1,20.0
13766,194550,1031,1031,1,10.0
13767,194560,199,1031,5,51.0
13768,194570,1031,1031,1,30.0
13769,194590,1029,1029,1,30.0
13770,194600,80,1029,3,40.0
13771,194610,1029,1029,1,10.0
13772,194620,1029,1029,1,39.0
13773,194630,1029,1029,1,50.0
13774,194640,290,1029,4,35.0
13775,194650,13,374,2,40.0
13776,194670,447,1029,2,10.0
13777,194680,1029,1029,1,20.0
13778,194690,1029,1029,1,20.0
13779,194700,231,1029,4,100.0
13780,194710,1029,1029,1,100.0
13781,194730,42,1023,6,75.0
13782,194740,1022,1022,1,50.0
13783,194750,1022,1022,1,15.0
13784,194760,503,1022,2,20.0
13785,194770,59,1022,4,22.5
13786,194780,1022,1022,1,20.0
13787,194790,511,1022,2,20.0
13788,194800,1022,1022,1,20.0
13789,194810,142,1022,3,30.0
13790,194820,1022,1022,1,20.0
13791,194830,3,1022,2,30.0
13792,194840,1021,1021,1,20.0
13793,194850,973,1021,2,40.0
13794,194860,1021,1021,1,200.0
13795,194890,1021,1021,1,60.0
13796,194900,1019,1019,1,50.0
13797,194930,1018,1018,1,50.0
13798,194940,1018,1018,1,20.0
13799,194950,1018,1018,1,10.0
13800,194960,1018,1018,1,15.0
13801,194970,226,1017,2,52.5
13802,194980,198,1017,4,47.5
13803,194990,176,1017,2,50.0
13804,195000,15,1017,3,35.0
13805,195010,833,1017,2,20.0
13806,195020,1017,1017,1,30.0
13807,195030,1017,1017,1,10.0
13808,195040,1017,1017,1,15.0
13809,195050,1016,1016,1,10.0
13810,195060,1016,1016,1,15.0
13811,195090,1014,1014,1,30.0
13812,195100,1014,1014,1,50.0
13813,195110,1014,1014,1,20.0
13814,195120,1014,1014,1,10.0
13815,195130,301,1014,3,30.0
13816,195150,1010,1010,1,100.0
13817,195160,1010,1010,1,30.0
13818,195180,1010,1010,1,20.0
13819,195190,366,1010,3,70.0
13820,195200,1010,1010,1,20.0
13821,195210,1010,1010,1,50.0
13822,195290,15,1009,3,33.333333333333336
13823,195300,1008,1008,1,60.0
13824,195310,819,1008,2,20.0
13825,195320,1008,1008,1,30.0
13826,195330,1008,1008,1,15.0
13827,195340,1008,1008,1,20.0
13828,195350,1008,1008,1,20.0
13829,195360,1008,1008,1,15.0
13830,195380,1,1008,2,50.0
13831,195410,1008,1008,1,10.0
13832,195420,1008,1008,1,30.0
13833,195430,1008,1008,1,30.0
13834,195440,1008,1008,1,15.0
13835,195450,1003,1003,1,40.0
13836,195460,1003,1003,1,15.0
13837,195470,1003,1003,1,50.0
13838,195480,1003,1003,1,30.0
13839,195490,1003,1003,1,50.0
13840,195500,520,1003,2,30.0
13841,195510,1003,1003,1,20.0
13842,195520,1003,1003,1,50.0
13843,195530,392,1002,2,32.5
13844,195560,1002,1002,1,150.0
13845,195570,374,1001,2,20.0
13846,195580,1001,1001,1,50.0
13847,195590,618,618,1,500.0
13848,195670,909,996,2,25.0
13849,195760,1,996,4,75.0
13850,195770,50,995,6,46.666666666666664
13851,195780,50,995,3,20.0
13852,195790,995,995,1,20.0
13853,195800,995,995,1,20.0
13854,195810,793,995,2,17.5
13855,195820,995,995,1,50.0
13856,195830,465,995,3,30.0
13857,195840,366,995,2,47.5
13858,195850,272,995,3,100.0
13859,195900,1,1,1,30.0
13860,195920,994,994,1,50.0
13861,195930,994,994,1,15.0
13862,195970,546,974,2,40.0
13863,195980,993,993,1,75.0
13864,195990,541,993,2,50.0
13865,196000,367,623,2,100.0
13866,196020,1,366,2,80.0
13867,196040,993,993,1,50.0
13868,196060,588,989,2,70.0
13869,196070,15,988,3,50.0
13870,196080,988,988,1,30.0
13871,196090,56,988,3,20.0
13872,196100,192,988,3,40.0
13873,196110,988,988,1,20.0
13874,196120,988,988,1,30.0
13875,196130,988,988,1,20.0
13876,196140,988,988,1,30.0
13877,196150,988,988,1,30.0
13878,196160,583,967,2,45.0
13879,196170,988,988,1,30.0
13880,196180,987,987,1,50.0
13881,196190,63,987,2,35.0
13882,196200,987,987,1,15.0
13883,196210,520,987,2,30.0
13884,196220,987,987,1,20.0
13885,196240,983,983,1,25.0
13886,196250,983,983,1,30.0
13887,196270,983,983,1,30.0
13888,196290,983,983,1,25.0
13889,196310,982,982,1,30.0
13890,196320,87,982,3,61.666666666666664
13891,196330,982,982,1,30.0
13892,196340,982,982,1,15.0
13893,196350,982,982,1,50.0
13894,196360,982,982,1,50.0
13895,196370,982,982,1,20.0
13896,196380,73,982,12,15.0
13897,196410,982,982,1,20.0
13898,196440,976,976,1,60.0
13899,196450,906,976,2,12.5
13900,196460,976,976,1,30.0
13901,196470,976,976,1,20.0
13902,196480,150,976,4,37.5
13903,196490,976,976,1,50.0
13904,196500,976,976,1,10.0
13905,196510,976,976,1,10.0
13906,196520,976,976,1,30.0
13907,196530,976,976,1,30.0
13908,196540,541,974,2,20.0
13909,196550,974,974,1,15.0
13910,196560,974,974,1,50.0
13911,196570,974,974,1,50.0
13912,196580,283,974,3,15.0
13913,196590,174,974,2,100.0
13914,196610,41,401,2,100.0
13915,196620,973,973,1,10.0
13916,196630,973,973,1,50.0
13917,196640,272,972,4,78.75
13918,196650,366,972,3,63.333333333333336
13919,196670,972,972,1,50.0
13920,196680,969,969,1,30.0
13921,196690,386,967,2,30.0
13922,196700,967,967,1,30.0
13923,196710,967,967,1,30.0
13924,196720,57,967,8,30.0
13925,196730,693,967,2,15.0
13926,196740,967,967,1,15.0
13927,196750,128,967,4,20.0
13928,196760,366,967,2,17.5
13929,196770,967,967,1,150.0
13930,196800,967,967,1,30.0
13931,196810,966,966,1,50.0
13932,196820,197,966,3,30.0
13933,196830,252,966,3,108.33333333333333
13934,196840,374,965,3,43.333333333333336
13935,196850,965,965,1,50.0
