,recêncy,frequency,amount
204440,806,1,3.4011973816621555
204450,806,1,2.70805020110221
204460,71,6,2.302585092994046
204470,806,1,3.4011973816621555
204480,806,1,3.912023005428146
204490,100,3,3.4011973816621555
204500,806,1,3.4011973816621555
204510,806,1,4.605170185988092
204520,399,2,4.007333185232471
204530,806,1,3.4011973816621555
204540,806,1,3.4011973816621555
204550,806,1,4.382026634673881
204560,437,2,4.605170185988092
204570,806,1,3.4011973816621555
204580,806,1,3.4011973816621555
204590,806,1,2.995732273553991
204600,806,1,3.4011973816621555
204610,806,1,4.605170185988092
204620,464,2,3.6888794541139363
204630,40,3,5.298317366548036
204640,806,1,3.4011973816621555
204650,239,3,3.7297014486341915
204660,806,1,4.0943445622221
204670,806,1,3.4011973816621555
204680,374,2,4.605170185988092
204690,80,3,2.70805020110221
204700,806,1,3.4011973816621555
204710,275,3,3.1498829533812494
204720,806,1,4.0943445622221
204730,806,1,3.8066624897703196
204740,71,3,4.685212893661628
204750,150,3,5.032614200815031
204760,470,2,4.212127597878484
204770,806,1,3.4011973816621555
204780,633,2,3.4011973816621555
204790,806,1,2.995732273553991
204800,806,1,4.382026634673881
204810,806,1,3.4011973816621555
204820,806,1,3.4011973816621555
204830,806,1,3.4011973816621555
204840,806,1,2.70805020110221
204860,272,3,3.4011973816621555
204870,806,1,3.8066624897703196
204880,41,3,3.4011973816621555
204890,48,6,2.456735772821304
204900,806,1,3.8066624897703196
204910,806,1,3.4011973816621555
204920,693,2,3.7495040759303713
204930,806,1,3.4011973816621555
204940,806,1,4.0943445622221
204950,213,3,3.4011973816621555
204960,805,1,3.4011973816621555
204970,805,1,4.0943445622221
204980,114,3,3.912023005428146
204990,805,1,2.70805020110221
205000,805,1,3.5553480614894135
205010,805,1,3.4011973816621555
205020,805,1,3.4011973816621555
205030,227,3,3.506557897319982
205040,636,2,4.605170185988092
205050,805,1,3.4011973816621555
205060,58,5,3.295836866004329
205070,378,2,2.70805020110221
205080,805,1,3.4011973816621555
205090,805,1,4.605170185988092
205100,805,1,5.298317366548036
205110,805,1,3.4011973816621555
205120,153,3,4.518158808998462
205130,608,2,4.605170185988092
205140,31,3,4.605170185988092
205150,805,1,3.4011973816621555
205160,85,3,2.995732273553991
205170,286,3,2.70805020110221
205180,339,2,3.2188758248682006
205190,805,1,3.4011973816621555
205200,31,3,3.4011973816621555
205210,469,3,4.037186148382152
205220,805,1,3.4011973816621555
205230,805,1,3.4011973816621555
205240,805,1,4.605170185988092
205250,805,1,2.995732273553991
205260,805,1,2.302585092994046
205270,805,1,3.4011973816621555
205280,805,1,3.4011973816621555
205290,784,1,3.4011973816621555
205300,343,3,3.283414346005772
205310,805,1,2.995732273553991
205320,612,2,3.4011973816621555
205330,231,3,3.6018680771243066
205350,804,1,3.4011973816621555
205360,804,1,3.4011973816621555
205370,30,4,4.283586561860629
205380,388,2,4.0943445622221
205390,65,3,3.4011973816621555
205400,268,4,3.8607297110405954
205410,97,2,3.4011973816621555
205420,546,3,3.4011973816621555
205430,804,1,3.912023005428146
205440,434,2,3.4011973816621555
205450,182,3,3.4011973816621555
205460,804,1,2.995732273553991
205470,804,1,2.995732273553991
205480,804,1,3.8066624897703196
205490,546,2,4.31748811353631
205500,804,1,3.4011973816621555
205510,804,1,2.995732273553991
205520,804,1,3.4011973816621555
205530,9,7,3.377099830083095
205540,15,3,3.4011973816621555
205550,804,1,2.995732273553991
205560,804,1,3.4011973816621555
205570,34,3,3.4011973816621555
205580,114,3,4.605170185988092
205590,804,1,3.4011973816621555
205600,31,4,3.6888794541139363
205610,804,1,3.4011973816621555
205620,804,1,3.4011973816621555
205630,804,1,3.8066624897703196
205640,420,2,3.4011973816621555
205650,804,1,3.4011973816621555
205670,804,1,2.70805020110221
205680,804,1,2.302585092994046
205690,804,1,2.302585092994046
205700,804,1,3.4011973816621555
205710,301,3,3.4011973816621555
205720,546,2,3.5553480614894135
205730,97,2,2.995732273553991
205740,804,1,4.0943445622221
205750,804,1,3.4011973816621555
205760,87,2,4.605170185988092
205770,803,1,3.6888794541139363
205800,97,2,4.605170185988092
205810,801,1,4.0943445622221
205830,37,3,2.456735772821304
205840,801,1,3.4011973816621555
205850,801,1,3.4011973816621555
205860,801,1,2.995732273553991
205870,780,1,2.995732273553991
205880,541,3,3.4011973816621555
205890,801,1,3.4011973816621555
205900,801,1,3.4011973816621555
205910,8,6,3.5553480614894135
205930,801,1,5.298317366548036
205940,801,1,3.4011973816621555
205950,801,1,3.4011973816621555
205960,545,2,3.6888794541139363
205970,801,1,5.0106352940962555
205980,801,1,3.4011973816621555
205990,616,2,3.4011973816621555
206000,339,2,3.2188758248682006
206010,801,1,1.6094379124341003
206020,408,3,3.7689221617874726
206030,801,1,4.605170185988092
206040,149,2,3.5553480614894135
206050,461,2,3.5553480614894135
206060,800,1,2.995732273553991
206070,800,1,3.4011973816621555
206080,149,2,2.8622008809294686
206090,800,1,3.4011973816621555
206100,800,1,4.0943445622221
206110,800,1,4.0943445622221
206120,800,1,2.302585092994046
206130,22,3,3.6888794541139363
206140,275,3,2.908720896564361
206150,800,1,2.302585092994046
206160,800,1,3.4011973816621555
206170,55,3,3.4011973816621555
206180,143,3,3.4011973816621555
206190,800,1,2.70805020110221
206200,15,4,3.4011973816621555
206210,800,1,3.4011973816621555
206220,800,1,2.70805020110221
206230,800,1,4.0943445622221
206240,800,1,3.4011973816621555
206250,79,3,4.481117537318112
206260,366,2,3.912023005428146
206270,800,1,3.4011973816621555
206280,15,4,4.283586561860629
206290,174,2,3.5553480614894135
206300,800,1,2.995732273553991
206310,800,1,4.0943445622221
206320,800,1,3.912023005428146
206330,636,2,3.3141860046725258
206340,800,1,2.70805020110221
206350,800,1,4.605170185988092
206360,157,3,3.8066624897703196
206370,800,1,3.4011973816621555
206380,385,2,4.0943445622221
206390,755,2,3.4011973816621555
206400,731,2,3.4011973816621555
206410,800,1,3.8066624897703196
206420,800,1,2.995732273553991
206430,800,1,3.4011973816621555
206440,800,1,4.605170185988092
206450,800,1,4.605170185988092
206460,800,1,4.0943445622221
206470,800,1,2.70805020110221
206480,800,1,3.4011973816621555
206490,800,1,3.4011973816621555
206500,800,1,3.4011973816621555
206510,9,2,4.0943445622221
206520,800,1,2.995732273553991
206530,273,3,3.6888794541139363
206540,800,1,4.0943445622221
206550,800,1,3.4011973816621555
206560,24,3,4.605170185988092
206570,800,1,3.4011973816621555
206580,800,1,3.8066624897703196
206590,800,1,3.4011973816621555
206600,800,1,3.8066624897703196
206610,800,1,3.4011973816621555
206620,800,1,5.0106352940962555
206630,800,1,4.605170185988092
206640,800,1,3.4011973816621555
206650,779,1,3.8066624897703196
206660,800,1,2.302585092994046
206670,800,1,3.912023005428146
206690,388,2,2.1972245773362196
206720,800,1,3.8066624897703196
206730,800,1,2.302585092994046
206740,800,1,3.4011973816621555
206780,799,1,3.912023005428146
206790,2,3,3.9448128282511368
206800,71,5,4.290459441148391
206810,799,1,3.4011973816621555
206820,799,1,1.6094379124341003
206830,799,1,2.70805020110221
206840,618,2,3.4011973816621555
206850,799,1,3.4011973816621555
206860,799,1,3.912023005428146
206870,799,1,4.605170185988092
206880,799,1,3.4011973816621555
206890,366,3,3.4011973816621555
206900,451,2,3.2188758248682006
206910,637,2,4.0943445622221
206920,799,1,3.4011973816621555
206930,574,3,4.2243976904702984
206940,45,2,4.605170185988092
206950,58,5,3.4657359027997265
206960,799,1,3.4011973816621555
206970,799,1,3.4011973816621555
206990,9,7,4.605170185988092
207000,344,2,3.8066624897703196
207010,799,1,3.4011973816621555
207020,799,1,2.70805020110221
207030,799,1,3.912023005428146
207050,1,3,3.8066624897703196
207070,437,3,3.7689221617874726
207080,799,1,3.4011973816621555
207090,343,3,3.4011973816621555
207100,799,1,4.0943445622221
207130,799,1,3.4011973816621555
207150,799,1,2.995732273553991
207160,799,1,3.4011973816621555
207170,799,1,3.4011973816621555
207180,174,2,3.8607297110405954
207200,799,1,3.4011973816621555
207210,799,1,3.4011973816621555
207250,799,1,2.302585092994046
207280,799,1,3.8066624897703196
207290,366,3,2.70805020110221
207310,799,1,2.70805020110221
207340,798,1,4.0943445622221
207350,798,1,2.995732273553991
207360,798,1,2.995732273553991
207370,798,1,4.0943445622221
207380,2,3,3.7297014486341915
207390,402,2,3.8607297110405954
207400,798,1,4.605170185988092
207410,798,1,4.605170185988092
207420,798,1,3.4011973816621555
207430,378,3,3.8430301339411947
207440,69,3,3.506557897319982
207450,9,2,3.8607297110405954
207460,9,7,2.959364629383116
207470,1,2,4.382026634673881
207480,798,1,3.4011973816621555
207490,798,1,4.0943445622221
207500,798,1,2.70805020110221
207510,178,2,3.5553480614894135
207520,280,3,4.295015257684252
207530,798,1,3.4011973816621555
207540,798,1,3.4011973816621555
207550,178,4,3.4011973816621555
207560,798,1,3.4011973816621555
207570,574,2,3.2188758248682006
207580,15,3,2.302585092994046
207590,48,3,3.8781214537524646
207600,170,4,3.2188758248682006
207610,798,1,3.4011973816621555
207620,55,3,2.8134107167600364
207630,798,1,2.70805020110221
207640,798,1,3.4011973816621555
207650,798,1,3.6888794541139363
207660,798,1,2.995732273553991
207670,798,1,2.70805020110221
207680,731,2,2.8903717578961645
207690,395,2,3.2188758248682006
207700,454,2,2.995732273553991
207710,155,2,3.1135153092103742
207720,798,1,3.8066624897703196
207730,779,2,2.8622008809294686
207740,798,1,3.4011973816621555
207750,798,1,2.995732273553991
207760,798,1,3.4011973816621555
207770,59,3,4.148411783492376
207780,798,1,3.4011973816621555
207790,1,4,4.300680995219929
207800,798,1,4.605170185988092
207810,546,2,3.4011973816621555
207820,798,1,3.4011973816621555
207830,150,6,3.1849742731925192
207840,143,3,3.6018680771243066
207850,798,1,3.4011973816621555
207860,798,1,2.995732273553991
207870,798,1,3.4011973816621555
207880,798,1,3.8066624897703196
207890,195,3,3.8781214537524646
207900,36,2,3.3141860046725258
207910,798,1,3.4011973816621555
207940,119,4,4.52720864451838
207950,798,1,3.8066624897703196
207960,104,6,3.960813169597578
207970,798,1,3.4011973816621555
207980,798,1,2.995732273553991
207990,798,1,3.4011973816621555
208000,798,1,3.8066624897703196
208010,101,3,2.995732273553991
208020,798,1,4.0943445622221
208030,798,1,4.0943445622221
208040,798,1,3.4011973816621555
208050,406,2,4.382026634673881
208060,798,1,3.4011973816621555
208070,178,3,2.995732273553991
208080,2,3,2.995732273553991
208090,366,2,2.5257286443082556
208100,108,4,3.481240089335692
208110,318,3,4.037186148382152
208120,798,1,3.4011973816621555
208130,798,1,2.70805020110221
208140,798,1,5.0106352940962555
208150,798,1,3.4011973816621555
208160,798,1,4.0943445622221
208170,576,2,4.212127597878484
208180,569,2,3.4011973816621555
208190,798,1,2.995732273553991
208200,798,1,2.995732273553991
208210,798,1,3.4011973816621555
208220,798,1,3.4011973816621555
208230,150,3,3.4011973816621555
208240,798,1,1.6094379124341003
208250,3,3,3.7297014486341915
208260,57,3,3.4011973816621555
208270,798,1,4.0943445622221
208280,798,1,3.912023005428146
208290,798,1,3.8066624897703196
208300,205,3,4.360973225476049
208310,798,1,3.8066624897703196
208320,798,1,3.4011973816621555
208330,9,2,3.960813169597578
208340,59,3,3.1498829533812494
208350,798,1,2.302585092994046
208360,419,1,3.912023005428146
208390,104,4,3.2188758248682006
208400,463,2,3.4011973816621555
208410,443,3,3.8781214537524646
208420,588,2,5.135798437050262
208430,378,3,3.506557897319982
208440,632,2,3.912023005428146
208450,798,1,3.4011973816621555
208460,420,2,5.0106352940962555
208470,1,3,2.8134107167600364
208480,798,1,2.302585092994046
208490,798,1,2.302585092994046
208500,798,1,4.605170185988092
208510,289,3,2.995732273553991
208520,798,1,4.605170185988092
208530,798,1,3.4011973816621555
208540,798,1,3.4011973816621555
208550,798,1,4.0943445622221
208560,27,3,3.912023005428146
208570,203,3,3.6888794541139363
208580,6,2,4.382026634673881
208590,798,1,3.4011973816621555
208600,330,4,3.4011973816621555
208610,798,1,4.0943445622221
208640,798,1,4.0943445622221
208650,366,2,3.4011973816621555
208660,798,1,3.4011973816621555
208670,76,2,3.4011973816621555
208680,798,1,2.995732273553991
208740,797,1,3.4011973816621555
208750,797,1,4.605170185988092
208760,797,1,2.302585092994046
208770,797,1,3.4011973816621555
208780,797,1,3.6888794541139363
208790,373,2,3.912023005428146
208800,797,1,4.605170185988092
208810,45,3,2.995732273553991
208820,797,1,2.995732273553991
208830,470,2,3.4011973816621555
208840,50,5,3.9512437185814275
208850,797,1,3.4011973816621555
208860,464,3,2.8134107167600364
208870,797,1,4.0943445622221
208880,797,1,3.6888794541139363
208890,797,1,3.4011973816621555
208900,660,3,3.6888794541139363
208920,794,1,3.8066624897703196
208930,794,1,3.4011973816621555
208940,794,1,3.4011973816621555
208950,632,2,3.4011973816621555
208960,794,1,3.8066624897703196
208970,794,1,2.995732273553991
208980,794,1,2.995732273553991
208990,794,1,3.4011973816621555
209010,794,1,1.6094379124341003
209020,794,1,3.4011973816621555
209030,794,1,2.70805020110221
209040,366,2,5.0106352940962555
209050,794,1,4.605170185988092
209060,794,1,2.995732273553991
209070,413,2,4.499809670330265
209080,793,1,3.912023005428146
209090,611,2,3.2188758248682006
209100,793,1,3.4011973816621555
209110,155,2,3.8607297110405954
209120,555,2,3.4011973816621555
209130,23,3,3.4011973816621555
209140,793,1,4.0943445622221
209150,793,1,3.4011973816621555
209160,793,1,1.6094379124341003
209170,147,3,3.506557897319982
209190,793,1,2.302585092994046
209200,366,2,2.70805020110221
209210,793,1,4.605170185988092
209220,199,3,3.912023005428146
209230,427,2,2.995732273553991
209240,98,2,3.5553480614894135
209260,793,1,3.8066624897703196
209270,793,1,3.912023005428146
209280,793,1,4.0943445622221
209290,237,3,3.8781214537524646
209300,793,1,2.995732273553991
209310,413,2,3.6888794541139363
209320,1,3,1.6094379124341003
209340,793,1,3.8066624897703196
209350,793,1,3.8066624897703196
209370,793,1,3.4011973816621555
209380,793,1,4.0943445622221
209390,604,2,3.4011973816621555
209400,793,1,4.0943445622221
209420,793,1,3.4011973816621555
209430,793,1,2.302585092994046
209440,413,2,4.31748811353631
209450,367,2,3.912023005428146
209460,793,1,2.302585092994046
209490,792,1,3.912023005428146
209500,792,1,3.8066624897703196
209510,406,5,3.4657359027997265
209520,792,1,3.8066624897703196
209530,792,1,3.4011973816621555
209540,792,1,5.298317366548036
209550,182,3,3.7297014486341915
209560,792,1,3.4011973816621555
209650,596,2,3.4011973816621555
209660,787,1,3.4011973816621555
209670,787,1,4.0943445622221
209680,92,3,3.8781214537524646
209690,30,4,2.3513752571634776
209700,787,1,4.0943445622221
209710,693,2,3.2188758248682006
209720,1,2,4.605170185988092
209730,787,1,4.0943445622221
209740,318,3,3.1498829533812494
209750,366,3,2.5902671654458267
209760,787,1,4.0943445622221
209770,787,1,4.0943445622221
209780,385,2,4.31748811353631
209790,787,1,3.4011973816621555
209800,787,1,3.4011973816621555
209810,787,1,3.912023005428146
209820,652,3,3.4011973816621555
209830,787,1,3.4011973816621555
209840,57,3,3.912023005428146
209850,787,1,4.0943445622221
209860,787,1,2.995732273553991
209870,787,1,4.605170185988092
209880,318,3,4.0943445622221
209890,787,1,3.4011973816621555
209900,787,1,2.995732273553991
209910,651,2,3.4011973816621555
209920,787,1,3.912023005428146
209930,30,3,2.908720896564361
209940,787,1,3.4011973816621555
209950,506,2,3.6888794541139363
209960,44,3,4.037186148382152
209970,366,2,3.5553480614894135
209980,437,2,4.8283137373023015
209990,787,1,2.70805020110221
210010,787,1,2.70805020110221
210020,787,1,3.6888794541139363
210030,787,1,3.8066624897703196
210040,667,2,2.70805020110221
210050,786,1,2.302585092994046
210060,366,2,3.4011973816621555
210080,122,3,5.585999438999818
210100,731,2,3.4011973816621555
210110,784,1,4.0943445622221
210120,784,1,2.995732273553991
210130,784,1,3.4011973816621555
210140,50,3,3.4011973816621555
210150,784,1,3.4011973816621555
210160,784,1,4.0943445622221
210170,15,2,3.4011973816621555
210180,437,3,3.4011973816621555
210190,97,3,3.506557897319982
210200,395,3,2.5902671654458267
210210,784,1,3.4011973816621555
210230,399,2,3.8607297110405954
210240,290,2,3.6888794541139363
210260,385,2,2.302585092994046
210270,155,2,4.412798293340635
210280,239,3,4.0943445622221
210290,784,1,3.912023005428146
210300,374,2,3.3141860046725258
210310,279,3,2.995732273553991
210330,57,3,3.4011973816621555
210340,58,4,3.8066624897703196
210350,784,1,3.4011973816621555
210360,784,1,3.4011973816621555
210370,9,3,4.605170185988092
210380,784,1,3.912023005428146
210390,784,1,3.4011973816621555
210400,643,2,3.912023005428146
210410,784,1,3.4011973816621555
210420,784,1,4.0943445622221
210430,36,3,2.995732273553991
210440,101,3,5.0106352940962555
210450,784,1,3.8066624897703196
210460,57,3,4.892852258439873
210470,259,3,3.506557897319982
210480,784,1,2.70805020110221
210490,784,1,3.912023005428146
210500,59,4,4.838264068155469
210530,42,5,3.6375861597263857
210540,30,3,4.0943445622221
210580,374,2,3.2188758248682006
210590,27,3,3.6018680771243066
210600,41,2,4.174387269895637
210610,780,1,3.4011973816621555
210620,21,3,2.995732273553991
210630,527,2,4.941642422609304
210640,133,3,3.8430301339411947
210650,98,3,3.1498829533812494
210660,108,3,4.037186148382152
210670,779,1,3.4011973816621555
210680,318,3,2.908720896564361
210690,779,1,3.4011973816621555
210700,3,3,5.298317366548036
210710,373,3,3.2188758248682006
210720,311,3,2.5416019934645457
210730,779,1,2.302585092994046
210750,779,1,2.995732273553991
210770,246,3,2.5902671654458267
210780,779,1,3.4011973816621555
210790,293,3,3.6888794541139363
210800,779,1,2.70805020110221
210810,30,3,3.6018680771243066
210820,373,2,3.4011973816621555
210830,6,3,3.6018680771243066
210840,779,1,3.4011973816621555
210850,13,3,4.700480365792417
210860,569,3,3.1498829533812494
210870,779,1,3.4011973816621555
210880,779,1,2.302585092994046
210890,779,1,2.302585092994046
210900,779,1,3.912023005428146
210910,398,2,2.995732273553991
210920,79,3,3.3440389678222067
210930,777,1,2.302585092994046
210940,37,2,3.960813169597578
210950,777,1,3.4011973816621555
210960,777,1,3.8066624897703196
210970,62,3,4.685212893661628
210980,777,1,3.4011973816621555
210990,198,4,3.4011973816621555
211000,777,1,3.4011973816621555
211010,15,3,3.6018680771243066
211020,58,3,4.605170185988092
211030,777,1,3.4011973816621555
211040,23,3,4.422848629194137
211050,79,5,3.6375861597263857
211060,15,6,4.121743536410215
211090,773,1,3.4011973816621555
211100,773,1,2.302585092994046
211110,773,1,5.0106352940962555
211120,773,1,3.4011973816621555
211130,773,1,3.912023005428146
211140,42,4,3.4011973816621555
211150,392,2,3.8066624897703196
211160,772,1,2.302585092994046
211170,290,3,2.456735772821304
211190,772,1,2.995732273553991
211200,772,1,5.0106352940962555
211210,772,1,4.605170185988092
211220,22,3,3.4011973816621555
211230,772,1,4.605170185988092
211240,1,3,2.70805020110221
211250,771,1,3.6888794541139363
211260,771,1,2.995732273553991
211270,750,1,4.0943445622221
211280,1,4,5.1647859739235145
211290,771,1,3.4011973816621555
211300,366,2,3.912023005428146
211310,9,3,4.007333185232471
211320,771,1,3.4011973816621555
211330,770,1,3.4011973816621555
211340,133,3,3.6018680771243066
211350,188,3,3.4011973816621555
211360,595,2,3.912023005428146
211370,42,4,4.029806041084529
211380,770,1,3.8066624897703196
211390,55,3,4.360973225476049
211400,770,1,3.8066624897703196
211410,1,2,5.298317366548036
211420,770,1,2.70805020110221
211430,49,3,3.506557897319982
211440,770,1,4.0943445622221
211450,770,1,3.4011973816621555
211460,386,2,3.6888794541139363
211470,34,3,4.53617731450114
211480,770,1,2.70805020110221
211490,770,1,3.8066624897703196
211500,22,3,3.912023005428146
211510,770,1,3.4011973816621555
211520,770,1,3.912023005428146
211530,15,3,3.1780538303479458
211540,395,2,3.5553480614894135
211550,770,1,3.4011973816621555
211560,210,3,3.4011973816621555
211570,399,2,2.995732273553991
211590,768,1,5.298317366548036
211600,14,4,3.912023005428146
211610,30,3,3.4011973816621555
211620,750,1,3.4011973816621555
211630,542,2,3.912023005428146
211650,766,1,2.995732273553991
211660,8,3,4.199705077879927
211670,105,3,3.6888794541139363
211690,30,2,3.624340932976365
211700,470,2,3.4011973816621555
211710,37,3,2.995732273553991
211720,370,2,3.5553480614894135
211730,569,2,3.4011973816621555
211740,59,4,3.481240089335692
211750,765,1,3.4011973816621555
211760,765,1,2.995732273553991
211770,765,1,3.4011973816621555
211780,318,2,2.5257286443082556
211790,765,1,3.912023005428146
211800,765,1,3.4011973816621555
211810,37,2,3.4011973816621555
211830,765,1,2.70805020110221
211840,764,1,2.995732273553991
211860,762,1,4.605170185988092
211870,41,3,3.8781214537524646
211880,9,8,3.7495040759303713
211890,9,3,2.456735772821304
211900,762,1,3.8066624897703196
211910,15,3,5.135798437050262
211920,9,3,2.995732273553991
211930,153,3,4.007333185232471
211940,15,3,4.0943445622221
211950,339,2,3.4011973816621555
211970,24,5,6.331501849893691
211980,759,1,2.302585092994046
211990,759,1,7.305188215393037
212000,759,1,3.4011973816621555
212030,758,1,3.4011973816621555
212040,651,2,2.995732273553991
212050,3,4,3.960813169597578
212060,758,1,2.70805020110221
212070,758,1,2.70805020110221
212080,56,3,3.6018680771243066
212090,758,1,3.8066624897703196
212100,758,1,4.0943445622221
212110,758,1,2.995732273553991
212120,175,3,3.506557897319982
212130,758,1,3.4011973816621555
212140,758,1,3.4011973816621555
212150,758,1,3.4011973816621555
212160,1,3,3.6018680771243066
212170,758,1,4.605170185988092
212180,129,4,2.70805020110221
212190,37,2,3.912023005428146
212230,31,3,4.007333185232471
212240,3,3,3.4011973816621555
212250,15,2,4.007333185232471
212260,35,3,4.199705077879927
212270,755,1,2.995732273553991
212280,755,1,4.0943445622221
212290,79,3,3.506557897319982
212310,755,1,3.4011973816621555
212320,755,1,4.605170185988092
212330,755,1,3.4011973816621555
212340,755,1,3.4011973816621555
212350,302,12,2.995732273553991
212360,2,2,4.442651256490317
212370,4,3,3.6018680771243066
212380,753,1,5.991464547107982
212400,752,1,6.907755278982137
212410,752,1,3.2188758248682006
212420,752,1,4.605170185988092
212430,752,1,3.4011973816621555
212440,752,1,4.605170185988092
212460,28,3,4.700480365792417
212470,17,3,4.75932086581535
212490,290,3,4.953476880256307
212500,750,1,3.912023005428146
212510,3,2,3.4011973816621555
212520,324,2,4.0943445622221
212530,750,1,3.4011973816621555
212540,15,3,3.8430301339411947
212550,30,3,3.4011973816621555
212560,750,1,3.6888794541139363
212570,3,3,3.7297014486341915
212580,750,1,3.4011973816621555
212590,750,1,3.4011973816621555
212600,750,1,2.70805020110221
212610,24,3,4.199705077879927
212640,366,2,3.8607297110405954
212650,750,1,5.0106352940962555
212680,749,1,3.912023005428146
212690,450,2,4.007333185232471
212700,85,3,3.8430301339411947
212710,381,2,4.605170185988092
212720,15,3,4.553876891600541
212730,13,3,4.295015257684252
212750,748,1,4.0943445622221
212760,114,3,3.6888794541139363
212770,748,1,5.298317366548036
212780,366,2,5.0106352940962555
212790,748,1,4.605170185988092
212800,748,1,2.302585092994046
212820,17,3,2.995732273553991
212830,574,2,3.5553480614894135
212840,210,17,3.207041367221198
212850,14,3,5.634789603169249
212870,1,4,3.590439381300684
212890,744,1,3.912023005428146
212900,8,3,2.456735772821304
212910,31,3,2.908720896564361
212920,744,1,7.600902459542082
212960,595,3,3.912023005428146
212970,743,1,4.0943445622221
212980,37,3,7.680945167215619
213000,370,2,5.0106352940962555
213010,742,1,3.4011973816621555
213020,20,3,3.0757749812275277
213030,259,3,3.9448128282511368
213040,24,3,3.2188758248682006
213050,14,3,3.912023005428146
213060,234,3,2.302585092994046
213070,55,3,3.7689221617874726
213080,23,3,2.70805020110221
213090,36,3,3.912023005428146
213100,429,2,3.912023005428146
213110,374,2,3.4011973816621555
213120,742,1,2.70805020110221
213130,1,3,3.4339872044851463
213140,38,3,5.9044531701183525
213150,742,1,5.703782474656201
213160,401,2,3.4011973816621555
213170,738,2,4.7664383335842135
213180,738,1,3.912023005428146
213190,1,3,3.912023005428146
213200,738,1,3.912023005428146
213210,738,1,3.912023005428146
213220,738,1,2.995732273553991
213240,3,2,6.1092475827643655
213270,422,2,5.521460917862246
213280,738,1,4.605170185988092
213290,738,2,3.449987545831587
213300,397,2,3.6888794541139363
213310,741,1,4.248495242049359
213320,741,1,3.912023005428146
213350,381,2,3.912023005428146
213360,13,3,4.892852258439873
213400,736,1,3.4011973816621555
213410,31,5,3.5553480614894135
213420,736,1,4.605170185988092
213430,731,1,3.912023005428146
213440,135,2,5.616771097666572
213470,455,2,3.912023005428146
213500,736,1,4.0943445622221
213510,736,1,3.912023005428146
213520,3,3,3.4011973816621555
213530,293,3,3.506557897319982
213540,736,1,3.4011973816621555
213550,736,1,3.4011973816621555
213560,1,2,3.2188758248682006
213570,6,3,2.995732273553991
213580,28,3,3.283414346005772
213590,736,1,4.605170185988092
213610,736,1,4.787491742782046
213620,736,1,6.907755278982137
213630,735,1,3.912023005428146
213640,2,2,3.5553480614894135
213650,731,1,3.912023005428146
213660,731,1,3.4011973816621555
213670,731,1,3.912023005428146
213690,731,1,2.995732273553991
213700,15,3,4.037186148382152
213710,731,1,3.912023005428146
213720,731,2,4.31748811353631
213730,731,1,3.912023005428146
213740,731,4,2.5257286443082556
213750,731,1,5.703782474656201
213760,731,1,3.912023005428146
213770,731,1,4.605170185988092
213780,731,1,3.912023005428146
213800,731,1,3.912023005428146
213810,734,1,3.4011973816621555
213880,731,1,3.912023005428146
213890,731,1,2.70805020110221
213900,731,1,2.995732273553991
213930,388,2,4.382026634673881
213940,731,1,3.912023005428146
213950,734,1,3.912023005428146
213960,734,1,3.4011973816621555
213970,731,1,3.912023005428146
213980,734,1,2.70805020110221
213990,731,1,3.912023005428146
214010,734,1,3.912023005428146
214030,731,1,3.912023005428146
214040,731,1,4.248495242049359
214050,373,2,6.214608098422191
214170,731,1,3.4011973816621555
214180,15,2,3.624340932976365
214190,511,2,3.4011973816621555
214200,2,3,3.1498829533812494
214210,49,3,3.0757749812275277
214220,1,3,2.995732273553991
214230,731,1,2.995732273553991
214240,3,4,4.0943445622221
214250,366,2,3.6888794541139363
214260,2,3,3.4011973816621555
214270,15,3,6.071507254781518
214280,731,1,4.0943445622221
214290,731,1,6.907755278982137
214300,731,1,3.912023005428146
214310,731,1,3.912023005428146
214320,3,2,5.1647859739235145
214330,731,1,2.995732273553991
214340,731,1,5.521460917862246
214350,731,1,5.298317366548036
214360,731,1,4.605170185988092
214370,456,2,4.605170185988092
214380,731,1,3.912023005428146
214390,412,2,3.4011973816621555
214480,3,3,6.214608098422191
214490,731,1,3.4011973816621555
214500,731,1,3.4011973816621555
214510,731,1,4.605170185988092
214530,9,3,3.283414346005772
214540,731,1,4.605170185988092
214550,370,2,3.4011973816621555
214560,2,3,3.912023005428146
214570,731,1,3.8066624897703196
214580,731,1,3.4011973816621555
214590,9,3,3.4011973816621555
214600,374,2,2.995732273553991
214610,22,3,4.422848629194137
214620,731,1,3.4011973816621555
214640,731,1,2.70805020110221
214650,731,1,3.4011973816621555
214660,731,1,5.220355825078324
214670,731,1,5.220355825078324
214680,9,3,5.585999438999818
214690,731,1,3.912023005428146
214700,34,3,6.214608098422191
214710,3,3,4.037186148382152
214720,13,3,3.8430301339411947
214730,1,3,4.007333185232471
214740,15,3,4.007333185232471
214750,374,2,3.4011973816621555
214760,9,3,3.283414346005772
214770,2,3,3.4011973816621555
214780,731,1,4.248495242049359
214790,13,4,3.960813169597578
214810,1,3,3.6018680771243066
214820,143,3,2.995732273553991
214830,42,2,3.912023005428146
214840,1,3,4.7303333289420975
214850,1,4,4.471638793363569
214920,720,1,3.912023005428146
214930,731,1,2.302585092994046
214940,731,1,2.302585092994046
214950,6,3,3.2188758248682006
214960,80,3,4.605170185988092
214970,731,1,3.4011973816621555
